Latitude (decimal degrees):	53.367
Longitude (decimal degrees):	7.206
Elevation (m):	7
Radiation database:	PVGIS-SARAH3


Slope: 23 deg. 
Azimuth: -10 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230720:2211,0.0,0.0,0.0,14.66,0.76,0.0
20230720:2311,0.0,0.0,0.0,13.24,1.24,0.0
20230721:0011,0.0,0.0,0.0,12.43,1.52,0.0
20230721:0111,0.0,0.0,0.0,11.92,1.72,0.0
20230721:0211,0.0,0.0,0.0,11.49,1.79,0.0
20230721:0311,0.0,0.0,0.0,11.48,1.72,0.0
20230721:0411,5.24,16.01,4.33,11.29,1.66,0.0
20230721:0511,64.78,97.88,12.53,12.04,1.38,0.0
20230721:0611,217.16,283.29,21.28,14.5,1.45,0.0
20230721:0711,419.52,522.08,30.21,15.77,1.52,0.0
20230721:0811,555.92,692.02,38.93,17.04,2.21,0.0
20230721:0911,616.76,778.53,46.87,17.83,2.14,0.0
20230721:1011,600.62,762.06,53.2,18.62,2.21,0.0
20230721:1111,401.39,505.38,56.75,19.3,2.41,0.0
20230721:1211,227.52,292.15,56.5,19.55,2.21,0.0
20230721:1311,66.81,97.76,52.55,18.59,3.31,0.0
20230721:1411,113.46,151.96,45.97,16.15,4.28,0.0
20230721:1511,133.4,175.2,37.89,15.38,2.9,0.0
20230721:1611,95.25,130.67,29.12,15.84,2.55,0.0
20230721:1711,128.71,178.92,20.19,16.32,3.24,0.0
20230721:1811,44.66,69.71,11.49,16.03,3.66,0.0
20230721:1911,5.67,16.96,3.38,15.45,3.31,0.0
20230721:2011,0.0,0.0,0.0,14.61,3.45,0.0
20230721:2111,0.0,0.0,0.0,14.17,3.17,0.0
20230721:2211,0.0,0.0,0.0,13.89,3.17,0.0
20230721:2311,0.0,0.0,0.0,13.46,3.17,0.0
20230722:0011,0.0,0.0,0.0,13.21,3.03,0.0
20230722:0111,0.0,0.0,0.0,12.87,2.97,0.0
20230722:0211,0.0,0.0,0.0,12.69,2.76,0.0
20230722:0311,0.0,0.0,0.0,12.45,2.62,0.0
20230722:0411,2.06,10.36,4.16,12.28,2.48,0.0
20230722:0511,22.33,40.65,12.37,12.82,2.55,0.0
20230722:0611,180.4,233.7,21.12,13.76,2.69,0.0
20230722:0711,293.37,360.76,30.05,14.54,3.38,0.0
20230722:0811,411.26,501.72,38.77,15.48,3.45,0.0
20230722:0911,305.11,377.61,46.7,16.34,3.66,0.0
20230722:1011,56.13,84.21,53.02,17.31,3.86,0.0
20230722:1111,161.83,210.04,56.55,17.54,3.93,0.0
20230722:1211,146.99,192.62,56.31,17.4,3.38,0.0
20230722:1311,147.83,193.59,52.38,17.62,3.93,0.0
20230722:1411,137.07,180.03,45.81,16.35,3.52,0.0
20230722:1511,100.14,136.48,37.74,16.04,2.97,0.0
20230722:1611,68.68,98.73,28.97,15.36,3.17,0.0
20230722:1711,21.33,39.69,20.04,15.27,2.83,0.0
20230722:1811,8.02,20.73,11.34,15.32,3.17,0.0
20230722:1911,0.33,6.59,3.22,15.15,2.76,0.0
20230722:2011,0.0,0.0,0.0,14.91,2.9,0.0
20230722:2111,0.0,0.0,0.0,14.73,3.31,0.0
20230722:2211,0.0,0.0,0.0,14.7,3.59,0.0
20230722:2311,0.0,0.0,0.0,14.78,4.0,0.0
20230723:0011,0.0,0.0,0.0,14.8,4.41,0.0
20230723:0111,0.0,0.0,0.0,14.73,4.69,0.0
20230723:0211,0.0,0.0,0.0,14.63,5.17,0.0
20230723:0311,0.0,0.0,0.0,14.58,5.45,0.0
20230723:0411,0.0,2.83,3.99,14.6,5.38,0.0
20230723:0511,4.82,15.49,12.21,14.72,4.9,0.0
20230723:0611,22.83,41.62,20.96,14.99,4.48,0.0
20230723:0711,55.97,83.24,29.89,15.24,5.1,0.0
20230723:0811,86.73,120.02,38.6,15.47,5.17,0.0
20230723:0911,83.35,116.15,46.53,15.8,5.59,0.0
20230723:1011,114.59,152.93,52.83,16.11,6.28,0.0
20230723:1111,97.11,132.61,56.35,16.41,6.41,0.0
20230723:1211,142.29,185.84,56.12,16.95,6.48,0.0
20230723:1311,215.09,270.74,52.19,17.29,7.59,0.0
20230723:1411,214.38,270.25,45.64,17.68,7.59,0.0
20230723:1511,92.91,128.73,37.59,18.48,6.97,0.0
20230723:1611,294.13,375.52,28.83,19.33,6.55,0.0
20230723:1711,127.69,186.9,19.89,19.5,5.79,0.0
20230723:1811,42.45,67.83,11.19,19.4,4.83,0.0
20230723:1911,0.0,4.71,3.06,19.16,4.41,0.0
20230723:2011,0.0,0.0,0.0,18.52,4.34,0.0
20230723:2111,0.0,0.0,0.0,18.04,4.41,0.0
20230723:2211,0.0,0.0,0.0,17.83,4.62,0.0
20230723:2311,0.0,0.0,0.0,17.65,4.76,0.0
20230724:0011,0.0,0.0,0.0,17.27,4.76,0.0
20230724:0111,0.0,0.0,0.0,16.95,4.83,0.0
20230724:0211,0.0,0.0,0.0,16.75,4.69,0.0
20230724:0311,0.0,0.0,0.0,16.5,4.34,0.0
20230724:0411,0.0,2.83,3.81,16.18,3.86,0.0
20230724:0511,5.33,16.45,12.04,16.48,3.66,0.0
20230724:0611,55.41,83.24,20.79,17.14,4.34,0.0
20230724:0711,233.19,293.89,29.73,17.9,4.28,0.0
20230724:0811,358.65,443.12,38.43,18.59,4.48,0.0
20230724:0911,174.87,226.8,46.35,19.11,4.28,0.0
20230724:1011,378.67,473.59,52.63,19.87,3.86,0.0
20230724:1111,487.18,614.69,56.15,20.63,3.1,0.0
20230724:1211,146.39,195.52,55.91,21.17,2.48,0.0
20230724:1311,192.61,249.95,52.01,20.17,2.97,0.0
20230724:1411,136.73,181.97,45.47,19.2,3.24,0.0
20230724:1511,60.48,90.02,37.43,18.45,2.9,0.0
20230724:1611,243.83,312.47,28.67,18.22,3.17,0.0
20230724:1711,59.96,89.05,19.74,17.64,3.31,0.0
20230724:1811,45.93,71.6,11.03,17.05,3.24,0.0
20230724:1911,0.0,2.83,2.89,15.52,4.21,0.0
20230724:2011,0.0,0.0,0.0,15.14,3.72,0.0
20230724:2111,0.0,0.0,0.0,14.6,3.45,0.0
20230724:2211,0.0,0.0,0.0,14.26,3.38,0.0
20230724:2311,0.0,0.0,0.0,13.78,3.31,0.0
20230725:0011,0.0,0.0,0.0,13.46,3.17,0.0
20230725:0111,0.0,0.0,0.0,13.27,3.1,0.0
20230725:0211,0.0,0.0,0.0,13.16,2.97,0.0
20230725:0311,0.0,0.0,0.0,13.17,2.83,0.0
20230725:0411,0.0,2.83,3.64,13.16,2.69,0.0
20230725:0511,28.93,49.36,11.87,13.56,2.41,0.0
20230725:0611,173.89,226.38,20.63,14.26,2.69,0.0
20230725:0711,378.37,464.15,29.56,15.39,3.31,0.0
20230725:0811,382.03,466.8,38.26,16.02,3.93,0.0
20230725:0911,630.62,774.48,46.16,16.56,4.28,0.0
20230725:1011,668.89,825.28,52.43,17.0,4.69,0.0
20230725:1111,461.46,565.42,55.94,17.02,5.03,0.0
20230725:1211,577.15,707.21,55.71,17.01,5.24,0.0
20230725:1311,733.83,902.25,51.81,17.12,5.45,0.0
20230725:1411,527.96,642.4,45.29,17.05,5.52,0.0
20230725:1511,433.16,527.94,37.26,16.84,5.38,0.0
20230725:1611,210.97,267.97,28.51,16.64,5.24,0.0
20230725:1711,120.89,167.25,19.58,16.28,4.76,0.0
20230725:1811,47.02,72.54,10.86,15.71,3.59,0.0
20230725:1911,0.33,6.59,2.72,15.29,3.45,0.0
20230725:2011,0.0,0.0,0.0,14.66,3.31,0.0
20230725:2111,0.0,0.0,0.0,14.39,3.52,0.0
20230725:2211,0.0,0.0,0.0,14.19,3.59,0.0
20230725:2311,0.0,0.0,0.0,13.61,3.38,0.0
20230726:0011,0.0,0.0,0.0,13.3,3.24,0.0
20230726:0111,0.0,0.0,0.0,13.07,3.1,0.0
20230726:0211,0.0,0.0,0.0,12.69,2.97,0.0
20230726:0311,0.0,0.0,0.0,12.49,2.97,0.0
20230726:0411,4.65,15.07,3.45,12.31,2.83,0.0
20230726:0511,35.53,57.76,11.69,12.52,2.83,0.0
20230726:0611,47.7,72.59,20.46,13.11,3.93,0.0
20230726:0711,182.63,230.71,29.39,13.78,3.38,0.0
20230726:0811,575.34,700.74,38.08,14.66,3.31,0.0
20230726:0911,424.6,520.4,45.97,15.78,3.31,0.0
20230726:1011,423.75,522.56,52.23,16.84,3.52,0.0
20230726:1111,206.17,262.61,55.72,17.63,3.86,0.0
20230726:1211,388.61,480.33,55.49,17.7,4.28,0.0
20230726:1311,699.79,866.6,51.62,17.45,4.48,0.0
20230726:1411,132.39,175.2,45.11,17.62,4.55,0.0
20230726:1511,306.84,379.99,37.09,17.2,4.41,0.0
20230726:1611,150.0,196.16,28.34,17.37,4.21,0.0
20230726:1711,126.27,180.39,19.41,16.85,4.21,0.0
20230726:1811,38.59,62.18,10.69,16.23,3.86,0.0
20230726:1911,0.0,4.71,2.54,16.24,3.1,0.0
20230726:2011,0.0,0.0,0.0,15.38,2.97,0.0
20230726:2111,0.0,0.0,0.0,14.61,2.83,0.0
20230726:2211,0.0,0.0,0.0,13.99,2.76,0.0
20230726:2311,0.0,0.0,0.0,13.52,2.9,0.0
20230727:0011,0.0,0.0,0.0,13.09,2.83,0.0
20230727:0111,0.0,0.0,0.0,12.97,2.69,0.0
20230727:0211,0.0,0.0,0.0,13.05,2.62,0.0
20230727:0311,0.0,0.0,0.0,13.18,2.76,0.0
20230727:0411,5.18,16.01,3.27,13.31,3.03,0.0
20230727:0511,3.2,12.58,11.52,13.63,3.03,0.0
20230727:0611,53.86,80.34,20.28,13.79,2.9,0.0
20230727:0711,181.38,230.07,29.22,14.36,2.97,0.0
20230727:0811,153.53,198.03,37.9,14.62,2.97,0.0
20230727:0911,190.95,241.96,45.78,15.01,3.31,0.0
20230727:1011,109.55,147.13,52.02,15.43,3.31,0.0
20230727:1111,105.39,142.29,55.5,15.49,3.24,0.0
20230727:1211,101.28,137.45,55.27,15.64,3.72,0.0
20230727:1311,100.4,136.48,51.41,15.64,3.38,0.0
20230727:1411,82.32,115.18,44.92,15.78,3.17,0.0
20230727:1511,132.05,174.23,36.91,15.89,2.28,0.0
20230727:1611,47.66,73.56,28.17,16.21,2.14,0.0
20230727:1711,84.8,119.85,19.24,16.63,1.79,0.0
20230727:1811,16.26,32.97,10.51,16.85,1.93,0.0
20230727:1911,0.0,0.94,2.35,16.87,2.21,0.0
20230727:2011,0.0,0.0,0.0,17.07,2.69,0.0
20230727:2111,0.0,0.0,0.0,17.16,2.76,0.0
20230727:2211,0.0,0.0,0.0,17.15,2.9,0.0
20230727:2311,0.0,0.0,0.0,16.99,2.97,0.0
20230728:0011,0.0,0.0,0.0,16.72,3.38,0.0
20230728:0111,0.0,0.0,0.0,16.45,3.24,0.0
20230728:0211,0.0,0.0,0.0,16.33,3.1,0.0
20230728:0311,0.0,0.0,0.0,16.24,2.97,0.0
20230728:0411,1.1,8.48,3.08,16.32,2.83,0.0
20230728:0511,14.21,30.01,11.34,16.44,2.76,0.0
20230728:0611,45.98,71.63,20.11,16.84,2.69,0.0
20230728:0711,111.84,151.22,29.04,17.71,3.52,0.0
20230728:0811,288.71,360.47,37.72,18.48,3.86,0.0
20230728:0911,241.43,307.35,45.59,19.72,3.38,0.0
20230728:1011,270.46,343.94,51.81,20.78,3.66,0.0
20230728:1111,355.15,448.79,55.28,21.04,3.31,0.0
20230728:1211,647.32,829.93,55.05,21.55,2.97,0.0
20230728:1311,568.79,726.11,51.2,21.97,2.76,0.0
20230728:1411,434.57,551.19,44.73,22.25,2.76,0.0
20230728:1511,393.81,499.31,36.73,22.14,2.83,0.0
20230728:1611,270.21,354.15,27.99,21.69,2.76,0.0
20230728:1711,115.79,185.31,19.06,21.54,2.34,0.0
20230728:1811,36.1,60.29,10.33,21.09,1.38,0.0
20230728:1911,0.0,4.71,2.16,19.98,1.24,0.0
20230728:2011,0.0,0.0,0.0,18.61,0.83,0.0
20230728:2111,0.0,0.0,0.0,18.21,0.76,0.0
20230728:2211,0.0,0.0,0.0,16.6,1.45,0.0
20230728:2311,0.0,0.0,0.0,16.57,2.0,0.0
20230729:0011,0.0,0.0,0.0,16.73,2.28,0.0
20230729:0111,0.0,0.0,0.0,16.62,2.28,0.0
20230729:0211,0.0,0.0,0.0,16.54,2.55,0.0
20230729:0311,0.0,0.0,0.0,16.48,2.69,0.0
20230729:0411,2.46,11.3,2.89,16.43,2.55,0.0
20230729:0511,11.52,26.13,11.15,16.6,2.69,0.0
20230729:0611,55.37,83.24,19.93,17.24,4.14,0.0
20230729:0711,190.65,243.95,28.86,17.79,3.86,0.0
20230729:0811,250.37,315.11,37.54,18.33,3.66,0.0
20230729:0911,290.96,364.59,45.39,19.04,4.14,0.0
20230729:1011,175.76,228.43,51.6,19.9,4.9,0.0
20230729:1111,742.52,934.71,55.05,20.75,5.24,0.0
20230729:1211,45.08,71.63,54.82,21.15,5.24,0.0
20230729:1311,155.01,205.2,50.98,21.48,4.83,0.0
20230729:1411,86.88,122.93,44.53,20.75,4.83,0.0
20230729:1511,382.8,476.53,36.54,19.77,4.21,0.0
20230729:1611,264.26,341.76,27.81,19.54,3.31,0.0
20230729:1711,118.05,180.94,18.87,19.48,3.45,0.0
20230729:1811,41.11,65.94,10.14,18.45,3.24,0.0
20230729:1911,0.68,7.54,1.96,18.01,2.48,0.0
20230729:2011,0.0,0.0,0.0,17.61,2.41,0.0
20230729:2111,0.0,0.0,0.0,17.02,2.41,0.0
20230729:2211,0.0,0.0,0.0,16.35,2.62,0.0
20230729:2311,0.0,0.0,0.0,15.9,2.9,0.0
20230730:0011,0.0,0.0,0.0,15.64,3.17,0.0
20230730:0111,0.0,0.0,0.0,15.42,3.38,0.0
20230730:0211,0.0,0.0,0.0,15.22,3.59,0.0
20230730:0311,0.0,0.0,0.0,15.01,3.72,0.0
20230730:0411,0.0,1.88,2.7,14.83,3.72,0.0
20230730:0511,19.17,36.78,10.97,15.42,3.66,0.0
20230730:0611,74.92,106.65,19.75,16.27,3.79,0.0
20230730:0711,56.96,85.18,28.68,17.4,5.45,0.0
20230730:0811,480.7,585.7,37.35,17.78,5.38,0.0
20230730:0911,123.32,164.55,45.19,18.09,6.07,0.0
20230730:1011,98.85,135.51,51.38,17.86,6.14,0.0
20230730:1111,540.44,661.66,54.81,18.18,6.28,0.0
20230730:1211,684.95,849.67,54.58,18.81,5.38,0.0
20230730:1311,343.38,421.86,50.76,17.15,5.93,0.0
20230730:1411,438.08,535.96,44.32,17.84,5.45,0.0
20230730:1511,280.8,348.9,36.34,17.6,5.31,0.0
20230730:1611,210.61,269.66,27.62,17.87,4.97,0.0
20230730:1711,69.35,100.77,18.69,17.91,4.55,0.0
20230730:1811,31.67,53.7,9.95,17.71,4.07,0.0
20230730:1911,0.0,0.94,1.76,16.58,4.34,0.0
20230730:2011,0.0,0.0,0.0,16.1,4.07,0.0
20230730:2111,0.0,0.0,0.0,15.7,4.28,0.0
20230730:2211,0.0,0.0,0.0,15.56,4.55,0.0
20230730:2311,0.0,0.0,0.0,15.34,4.34,0.0
20230731:0011,0.0,0.0,0.0,15.21,4.14,0.0
20230731:0111,0.0,0.0,0.0,15.21,3.79,0.0
20230731:0211,0.0,0.0,0.0,15.3,3.66,0.0
20230731:0311,0.0,0.0,0.0,15.38,3.79,0.0
20230731:0411,0.0,2.83,2.5,15.34,3.66,0.0
20230731:0511,2.64,11.62,10.78,15.49,3.79,0.0
20230731:0611,10.28,24.2,19.57,15.66,4.07,0.0
20230731:0711,103.75,140.58,28.5,16.12,3.93,0.0
20230731:0811,90.53,124.86,37.16,16.11,4.9,0.0
20230731:0911,260.13,322.26,44.98,16.24,5.86,0.0
20230731:1011,190.23,241.34,51.15,16.12,5.31,0.0
20230731:1111,118.32,157.77,54.57,16.94,6.76,0.0
20230731:1211,195.36,249.04,54.34,17.67,5.31,0.0
20230731:1311,151.56,198.43,50.53,18.47,4.83,0.0
20230731:1411,199.02,254.71,44.11,19.02,5.31,0.0
20230731:1511,142.66,187.93,36.14,18.7,5.31,0.0
20230731:1611,60.62,90.02,27.42,18.41,5.1,0.0
20230731:1711,29.07,50.33,18.49,17.89,4.76,0.0
20230731:1811,6.17,17.9,9.75,17.32,3.86,0.0
20230731:1911,0.0,0.94,1.55,16.67,3.45,0.0
20230731:2011,0.0,0.0,0.0,16.11,2.97,0.0
20230731:2111,0.0,0.0,0.0,16.03,3.03,0.0
20230731:2211,0.0,0.0,0.0,16.03,4.41,0.0
20230731:2311,0.0,0.0,0.0,15.98,4.48,0.0
20230801:0011,0.0,0.0,0.0,15.83,3.72,0.0
20230801:0111,0.0,0.0,0.0,15.54,3.52,0.0
20230801:0211,0.0,0.0,0.0,15.36,3.52,0.0
20230801:0311,0.0,0.0,0.0,14.97,3.45,0.0
20230801:0411,0.0,0.94,2.3,14.73,3.59,0.0
20230801:0511,44.42,71.71,10.59,15.04,4.21,0.0
20230801:0611,24.25,43.56,19.38,15.25,3.86,0.0
20230801:0711,124.71,164.57,28.31,15.78,5.59,0.0
20230801:0811,333.8,407.0,36.96,16.17,5.72,0.0
20230801:0911,248.91,308.93,44.78,16.19,6.28,0.0
20230801:1011,83.24,116.15,50.92,16.05,5.52,0.0
20230801:1111,366.97,451.59,54.33,17.24,5.03,0.0
20230801:1211,595.49,733.36,54.09,18.56,5.59,0.0
20230801:1311,156.95,203.27,50.3,17.43,6.97,0.0
20230801:1411,90.59,125.83,43.89,18.02,5.86,0.0
20230801:1511,137.04,180.11,35.94,17.47,6.41,0.0
20230801:1611,136.84,180.15,27.22,17.33,6.07,0.0
20230801:1711,114.57,167.75,18.29,17.27,5.93,0.0
20230801:1811,36.97,60.29,9.54,17.11,5.72,0.0
20230801:1911,0.0,0.94,1.34,16.57,5.1,0.0
20230801:2011,0.0,0.0,0.0,16.18,4.97,0.0
20230801:2111,0.0,0.0,0.0,15.71,4.83,0.0
20230801:2211,0.0,0.0,0.0,15.49,4.41,0.0
20230801:2311,0.0,0.0,0.0,15.32,4.0,0.0
20230802:0011,0.0,0.0,0.0,14.98,3.86,0.0
20230802:0111,0.0,0.0,0.0,14.85,3.59,0.0
20230802:0211,0.0,0.0,0.0,14.62,3.24,0.0
20230802:0311,0.0,0.0,0.0,14.31,2.97,0.0
20230802:0411,0.0,0.94,2.1,14.14,2.69,0.0
20230802:0511,13.03,28.07,10.4,14.09,2.62,0.0
20230802:0611,156.81,207.14,19.19,15.09,3.24,0.0
20230802:0711,108.72,146.4,28.12,16.23,4.48,0.0
20230802:0811,91.89,126.8,36.77,16.76,4.97,0.0
20230802:0911,60.95,90.02,44.56,17.25,4.69,0.0
20230802:1011,133.57,176.16,50.69,16.97,4.28,0.0
20230802:1111,84.59,118.09,54.08,16.67,5.17,0.0
20230802:1211,101.09,137.45,53.84,16.53,5.66,0.0
20230802:1311,321.24,395.24,50.06,16.79,5.66,0.0
20230802:1411,339.7,419.25,43.66,17.85,4.97,0.0
20230802:1511,26.7,47.43,35.72,18.97,4.97,0.0
20230802:1611,251.0,323.17,27.02,19.28,5.17,0.0
20230802:1711,79.9,114.01,18.08,17.23,4.28,0.0
20230802:1811,36.15,59.35,9.33,17.32,4.07,0.0
20230802:1911,0.0,0.0,0.0,17.09,3.03,0.0
20230802:2011,0.0,0.0,0.0,16.29,3.79,0.0
20230802:2111,0.0,0.0,0.0,15.77,3.79,0.0
20230802:2211,0.0,0.0,0.0,15.59,3.52,0.0
20230802:2311,0.0,0.0,0.0,15.43,3.72,0.0
20230803:0011,0.0,0.0,0.0,15.5,4.21,0.0
20230803:0111,0.0,0.0,0.0,15.47,4.28,0.0
20230803:0211,0.0,0.0,0.0,15.4,3.93,0.0
20230803:0311,0.0,0.0,0.0,15.15,3.59,0.0
20230803:0411,0.0,0.94,1.89,14.95,2.97,0.0
20230803:0511,31.58,53.61,10.2,14.84,2.76,0.0
20230803:0611,9.67,23.23,19.0,15.08,3.1,0.0
20230803:0711,281.31,350.11,27.93,16.6,3.31,0.0
20230803:0811,532.61,656.56,36.57,17.18,3.03,0.0
20230803:0911,609.1,754.87,44.35,18.46,4.0,0.0
20230803:1011,478.05,592.8,50.46,19.44,4.48,0.0
20230803:1111,585.15,727.73,53.82,19.66,4.83,0.0
20230803:1211,659.79,821.05,53.58,19.49,5.1,0.0
20230803:1311,539.47,666.39,49.81,19.34,5.1,0.0
20230803:1411,336.5,418.57,43.43,19.68,5.24,0.0
20230803:1511,222.44,281.74,35.5,18.98,5.93,0.0
20230803:1611,85.39,120.02,26.8,18.79,5.93,0.0
20230803:1711,95.72,135.58,17.87,18.3,5.86,0.0
20230803:1811,33.87,56.52,9.11,17.81,5.31,0.0
20230803:1911,0.0,0.0,0.0,17.12,4.55,0.0
20230803:2011,0.0,0.0,0.0,16.44,4.07,0.0
20230803:2111,0.0,0.0,0.0,16.1,3.79,0.0
20230803:2211,0.0,0.0,0.0,15.68,3.45,0.0
20230803:2311,0.0,0.0,0.0,15.33,3.17,0.0
20230804:0011,0.0,0.0,0.0,14.98,3.03,0.0
20230804:0111,0.0,0.0,0.0,14.75,2.9,0.0
20230804:0211,0.0,0.0,0.0,14.59,2.76,0.0
20230804:0311,0.0,0.0,0.0,14.46,2.62,0.0
20230804:0411,0.0,0.94,1.69,14.44,2.48,0.0
20230804:0511,12.98,28.07,10.0,14.69,2.41,0.0
20230804:0611,74.32,105.87,18.81,15.56,2.62,0.0
20230804:0711,65.04,94.86,27.74,16.61,3.1,0.0
20230804:0811,231.38,291.67,36.37,17.32,3.24,0.0
20230804:0911,391.27,485.09,44.13,18.33,3.45,0.0
20230804:1011,452.84,563.01,50.22,18.85,3.59,0.0
20230804:1111,570.99,713.06,53.56,19.28,3.93,0.0
20230804:1211,296.53,370.81,53.32,18.65,4.55,0.0
20230804:1311,495.48,610.84,49.56,18.27,4.48,0.0
20230804:1411,369.3,456.75,43.2,18.29,4.21,0.0
20230804:1511,349.98,433.4,35.28,18.18,4.28,0.0
20230804:1611,185.72,239.65,26.59,17.53,4.48,0.0
20230804:1711,109.53,166.86,17.65,17.25,4.14,0.0
20230804:1811,31.8,53.7,8.89,16.84,3.52,0.0
20230804:1911,0.0,0.0,0.0,16.27,2.48,0.0
20230804:2011,0.0,0.0,0.0,15.4,2.07,0.0
20230804:2111,0.0,0.0,0.0,14.85,1.86,0.0
20230804:2211,0.0,0.0,0.0,14.36,1.72,0.0
20230804:2311,0.0,0.0,0.0,13.84,1.72,0.0
20230805:0011,0.0,0.0,0.0,13.58,1.79,0.0
20230805:0111,0.0,0.0,0.0,13.23,1.93,0.0
20230805:0211,0.0,0.0,0.0,12.86,2.07,0.0
20230805:0311,0.0,0.0,0.0,12.57,1.93,0.0
20230805:0411,0.0,0.94,1.48,12.53,1.79,0.0
20230805:0511,51.8,95.19,9.81,12.51,1.66,0.0
20230805:0611,127.4,170.14,18.62,13.7,1.52,0.0
20230805:0711,315.36,392.22,27.54,15.73,1.93,0.0
20230805:0811,423.89,521.07,36.16,16.8,3.03,0.0
20230805:0911,565.48,699.77,43.91,17.63,3.45,0.0
20230805:1011,714.57,897.78,49.97,18.38,3.72,0.0
20230805:1111,336.03,419.72,53.3,19.02,4.0,0.0
20230805:1211,344.77,431.49,53.05,19.55,3.93,0.0
20230805:1311,214.35,275.0,49.3,19.85,3.79,0.0
20230805:1411,189.73,245.69,42.96,20.02,3.72,0.0
20230805:1511,66.39,97.76,35.05,19.82,3.24,0.0
20230805:1611,34.73,58.08,26.36,19.57,3.24,0.0
20230805:1711,23.94,43.56,17.43,17.62,2.83,0.0
20230805:1811,7.41,19.78,8.66,15.67,2.62,0.0
20230805:1911,0.0,0.0,0.0,14.89,2.14,0.0
20230805:2011,0.0,0.0,0.0,14.41,0.97,0.0
20230805:2111,0.0,0.0,0.0,14.42,1.52,0.0
20230805:2211,0.0,0.0,0.0,13.98,1.86,0.0
20230805:2311,0.0,0.0,0.0,13.65,2.14,0.0
20230806:0011,0.0,0.0,0.0,13.15,2.34,0.0
20230806:0111,0.0,0.0,0.0,12.63,2.28,0.0
20230806:0211,0.0,0.0,0.0,12.44,2.07,0.0
20230806:0311,0.0,0.0,0.0,12.4,2.0,0.0
20230806:0411,0.0,0.0,0.0,12.53,1.93,0.0
20230806:0511,36.84,61.14,9.6,12.81,1.79,0.0
20230806:0611,94.97,130.16,18.42,13.66,1.72,0.0
20230806:0711,192.63,245.19,27.34,15.25,1.66,0.0
20230806:0811,382.39,474.51,35.95,16.37,1.59,0.0
20230806:0911,627.97,792.12,43.69,17.39,2.0,0.0
20230806:1011,687.16,870.88,49.73,18.2,2.69,0.0
20230806:1111,461.41,576.88,53.03,19.08,3.1,0.0
20230806:1211,315.12,396.07,52.78,19.21,3.24,0.0
20230806:1311,598.23,749.13,49.04,19.58,3.66,0.0
20230806:1411,567.14,704.48,42.71,19.81,4.14,0.0
20230806:1511,443.21,546.06,34.82,18.33,4.48,0.0
20230806:1611,235.14,301.8,26.13,17.7,4.69,0.0
20230806:1711,104.94,153.79,17.2,16.99,4.62,0.0
20230806:1811,28.25,48.99,8.43,16.35,4.07,0.0
20230806:1911,0.0,0.0,0.0,15.59,3.31,0.0
20230806:2011,0.0,0.0,0.0,15.15,3.17,0.0
20230806:2111,0.0,0.0,0.0,14.91,3.1,0.0
20230806:2211,0.0,0.0,0.0,14.7,2.97,0.0
20230806:2311,0.0,0.0,0.0,14.5,2.83,0.0
20230807:0011,0.0,0.0,0.0,14.2,3.03,0.0
20230807:0111,0.0,0.0,0.0,13.93,3.38,0.0
20230807:0211,0.0,0.0,0.0,14.0,3.45,0.0
20230807:0311,0.0,0.0,0.0,14.35,3.59,0.0
20230807:0411,0.0,0.0,0.0,14.26,4.07,0.0
20230807:0511,47.47,84.21,9.4,14.37,4.83,0.0
20230807:0611,136.23,181.05,18.22,14.66,4.97,0.0
20230807:0711,91.9,125.83,27.14,15.01,5.52,0.0
20230807:0811,538.27,643.64,35.74,15.46,6.83,0.0
20230807:0911,273.12,334.99,43.46,15.65,8.0,0.0
20230807:1011,206.75,259.15,49.48,15.85,8.21,0.0
20230807:1111,226.99,283.06,52.76,16.22,8.07,0.0
20230807:1211,336.11,409.95,52.5,16.41,8.0,0.0
20230807:1311,117.82,156.8,48.77,16.63,8.21,0.0
20230807:1411,399.01,482.15,42.46,16.66,8.28,0.0
20230807:1511,384.96,465.96,34.58,16.72,8.69,0.0
20230807:1611,241.09,305.25,25.9,16.18,8.34,0.0
20230807:1711,92.03,130.14,16.97,15.8,7.59,0.0
20230807:1811,29.14,49.93,8.19,15.49,7.1,0.0
20230807:1911,0.0,0.0,0.0,15.01,6.41,0.0
20230807:2011,0.0,0.0,0.0,14.55,6.0,0.0
20230807:2111,0.0,0.0,0.0,14.33,5.59,0.0
20230807:2211,0.0,0.0,0.0,14.12,5.38,0.0
20230807:2311,0.0,0.0,0.0,14.3,5.24,0.0
20230808:0011,0.0,0.0,0.0,14.13,5.03,0.0
20230808:0111,0.0,0.0,0.0,13.95,4.9,0.0
20230808:0211,0.0,0.0,0.0,13.69,4.83,0.0
20230808:0311,0.0,0.0,0.0,13.35,4.76,0.0
20230808:0411,0.0,0.0,0.0,13.17,4.9,0.0
20230808:0511,47.58,95.35,9.19,13.19,5.1,0.0
20230808:0611,53.96,80.34,18.02,13.72,4.55,0.0
20230808:0711,406.58,494.39,26.94,15.26,5.31,0.0
20230808:0811,213.73,267.27,35.53,15.95,6.69,0.0
20230808:0911,336.99,410.5,43.23,16.37,7.17,0.0
20230808:1011,494.9,593.77,49.22,15.68,8.14,0.0
20230808:1111,787.39,955.86,52.49,16.19,7.59,0.0
